fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,fixed acidity_std,volatile acidity_std,citric acid_std,residual sugar_std,chlorides_std,free sulfur dioxide_std,total sulfur dioxide_std,density_std,pH_std,sulphates_std,alcohol_std
6.9,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,0.9984200000000001,3.53,0.72,9.23333333333333,6,1514,-0.8229547312515308,1.699266660157412,-0.30494859265133467,1.0083042913900262,-0.3018236960985054,0.040978356686741275,0.5954408074158833,0.859319937982904,1.4246064449560694,0.3801192315011885,-1.1241044803289408
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,5,679,1.3987453306198683,-1.4851425898952513,0.9243214008203474,0.4730177031194301,-0.6437989511620628,0.4266570078560703,0.09906239490337522,0.2342575138364559,-1.1333223081914012,-0.6737346255679512,-0.783501945229442
7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,6,1586,-0.4811547217328543,-1.210624551097608,0.7194430685750669,-0.12917970868499049,-0.5216649314965065,1.776532286948722,0.4403225535057246,-0.9338919345682499,0.2095902872110209,1.141235906051123,0.888546863440815
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5,1392,-0.7090213947453057,0.4913872894477812,-1.0732423385711358,-0.8651987675570602,-0.39953091183095035,-1.0196379340289135,-1.0488126840318,-1.3027812340645086,-0.8775294328766539,-1.025019244590998,-0.5977187442660793
7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.9971399999999999,3.31,0.67,10.1,6,1528,-0.2532880487204029,-1.3204317666166654,1.1291997330656276,-0.26300135575263933,0.23556599042994109,0.5230766706484026,0.40929890272369285,0.2035167388784059,0.01774563072496182,0.0873820489819833,-0.3190439428210375
7.8,0.64,0.0,1.9,0.07200000000000001,27.0,55.0,0.9962,3.31,0.63,11.0,5,1428,-0.31025471697351603,0.6011945049668387,-1.3805598369390564,-0.4637338263541131,-0.3506773039647279,1.101594647402396,0.28520429959556576,-0.27808873546386564,0.01774563072496182,-0.14680769703338134,0.516980461514091
8.4,0.25,0.39,2.0,0.040999999999999995,4.0,10.0,0.9938600000000001,3.27,0.71,12.5,7,806,0.03154529254516106,-1.54004619765478,0.6170039024524269,-0.39682300282028854,-1.1079082258911759,-1.1160575968212458,-1.1108599855958634,-1.4769789588265645,-0.23804724458978552,0.3215717949973473,1.9103544687393048
9.0,0.58,0.25,2.0,0.10400000000000001,8.0,21.0,0.99769,3.27,0.72,9.6,5,1227,0.37334530206383765,0.2717728584096663,-0.10007026040605432,-0.39682300282028854,0.430980421894831,-0.7303789456519167,-0.769599826993514,0.48530717599360834,-0.23804724458978552,0.3801192315011885,-0.783501945229442
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5,661,-0.4811547217328543,-0.6066848657427925,0.20724723796186617,-0.6644662969555866,-0.15526287249983836,-0.055441306105590976,-0.11810316057084709,0.5416652634166716,0.01774563072496182,-0.08826026052954018,-1.3408515481195271
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.9974799999999999,3.51,0.54,9.7,5,865,-0.6520547264921925,0.5737427010870743,-1.0220227555098158,0.004641938382658657,-0.22854328429917206,0.040978356686741275,1.2469374738385504,0.37771446364051864,1.2967100072986957,-0.6737346255679512,-0.6906103447477615
9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.9978799999999999,3.21,0.57,9.5,5,741,0.4872786385700628,-0.0027451803879767413,-0.15128984346737445,0.004641938382658657,-0.2041164803660608,1.1980143101947283,2.891190965286234,0.5826529633606246,-0.6217365575619065,-0.4980923160564283,-0.8763935457111226
7.3,0.45,0.36,5.9,0.07400000000000001,12.0,87.0,0.9978,3.33,0.83,10.5,5,40,-0.59508805823908,-0.4419740424642063,0.46334515326846654,2.212699114998868,-0.3018236960985054,-0.3447002944825877,1.2779611246205822,0.5416652634166716,0.14564206838233548,1.0241410330434406,0.052522459105686474
6.9,0.635,0.17,2.4,0.24100000000000002,6.0,18.0,0.9961,3.4,0.59,10.3,6,777,-0.8229547312515308,0.5737427010870743,-0.509826924896615,-0.12917970868499049,3.777452560731068,-0.9232182712365813,-0.8626707793396093,-0.3293233603938921,0.593279600183142,-0.380997443048746,-0.1332607418576747
6.7,0.58,0.08,1.8,0.09699999999999999,15.0,65.0,0.9959,3.28,0.54,9.2,5,10,-0.9368880677577566,0.2717728584096663,-0.9708031724484957,-0.5306446498879375,0.259992794363052,-0.055441306105590976,0.5954408074158833,-0.43179261025394505,-0.17409902576110012,-0.6737346255679512,-1.155068347156166
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6,1065,-0.3672213852266286,0.43648368168825247,-0.45860734183529495,-0.12917970868499049,-0.08198246070050463,-0.9232182712365813,-0.8006234777755458,-0.22685411053383917,-0.11015080693241185,-0.3224500065449048,-0.2261523423393569
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.9947600000000001,3.21,1.03,11.6,6,1371,-0.4811547217328543,0.2717728584096663,1.4877368144948686,0.33919605605178127,1.62789381461728,-1.0196379340289135,-0.9867653824677364,-1.0158673344562694,-0.6217365575619065,2.1950897631202633,1.0743300644041762
7.7,0.39,0.12,1.7,0.09699999999999999,19.0,27.0,0.9959600000000001,3.16,0.49,9.4,5,990,-0.3672213852266286,-0.7713956890213783,-0.7659248402032154,-0.5975554734217621,0.259992794363052,0.33023734506373803,-0.5834579223013235,-0.401051835295895,-0.9414776517053393,-0.9664718080871569,-0.9692851461928033
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,5,622,0.9430119845949656,0.2717728584096663,-0.25372900959001454,-0.4637338263541131,-0.15526287249983836,-0.6339592828595845,-0.4283396683911647,0.33672676369650884,-1.1333223081914012,-0.61518718906411,-0.8763935457111226
6.8,0.63,0.07,2.1,0.08900000000000001,11.0,44.0,0.9953,3.47,0.55,10.4,6,168,-0.879921399504644,0.54629089720731,-1.0220227555098158,-0.32991217928646394,0.06457836289816278,-0.44111995727492,-0.05605585900678357,-0.7392003598341607,1.0409171319839512,-0.61518718906411,-0.04036914137599411
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,6,591,-0.9938547360108696,-0.7713956890213783,1.1291997330656276,-0.5975554734217621,-0.39953091183095035,0.715915996233067,3.2014274731065515,-2.327473732665152,-1.1972705270200867,-0.9079243715833158,0.9814384639224956
7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,6,1143,-0.7659880629984183,-1.7047570209333662,0.15602765490054604,-0.5306446498879375,-0.5216649314965065,0.040978356686741275,-0.8006234777755458,-0.011668685827659748,1.936192195585564,0.9655935965395994,-0.4119355433027181
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,546,-0.4811547217328543,0.10706203513108072,-0.15128984346737445,-0.39682300282028854,-0.2041164803660608,-0.5375396200672522,-0.5524342715192917,0.797838388066804,0.9130206943265775,0.7314038505242354,-0.8763935457111226
7.8,0.645,0.0,2.0,0.08199999999999999,8.0,16.0,0.9964,3.38,0.59,9.8,6,29,-0.31025471697351603,0.628646308846603,-1.3805598369390564,-0.39682300282028854,-0.10640926463361622,-0.7303789456519167,-0.9247180809036728,-0.1756194856038127,0.4653831625257683,-0.380997443048746,-0.5977187442660793
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,354,-1.2786880772764335,-1.7596606286928949,0.668223485513747,-0.7982879440232357,-0.4972381275633953,2.4032600950988816,3.6978058856190597,-2.8398199819654733,-0.3659436822471592,-0.380997443048746,1.3530048658492195
6.3,0.76,0.0,2.9,0.07200000000000001,26.0,52.0,0.99379,3.51,0.6,11.5,6,1127,-1.164754740770208,1.2600377980811828,-1.3805598369390564,0.2053744089841321,-0.3506773039647279,1.0051749846100637,0.1921333472494705,-1.5128431962776514,1.2967100072986957,-0.3224500065449048,0.9814384639224956
8.1,1.33,0.0,1.8,0.08199999999999999,3.0,12.0,0.9964,3.54,0.48,10.9,5,127,-0.13935471221417772,4.389543440374318,-1.3805598369390564,-0.5306446498879375,-0.10640926463361622,-1.212477259613578,-1.0488126840318,-0.1756194856038127,1.4885546637847575,-1.025019244590998,0.42408886103241045
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,7,821,-1.9622880963137868,-0.6066848657427925,-1.3805598369390564,-0.32991217928646394,-0.9369205983593972,0.040978356686741275,-0.11810316057084709,-2.6656222572033608,2.5756743838724323,0.49721410450887077,3.3037284759645185
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,395,2.0823453496572215,-0.8812029045404358,2.51212847572127,1.075215114923851,-0.4972381275633953,-0.826798608444249,-0.24219776369897414,1.8737655115974734,-0.5577883387332183,-0.3224500065449048,2.374812471147709
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,6,1114,-1.905321428060674,-0.7164920812618496,1.1804193161269478,1.1421259384576754,-0.9857742062256197,1.2944339729870606,1.0607955691463598,-3.352166231265795,1.1688135696413249,0.028834612478142146,2.9321620740377945
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,567,0.20244529730449884,0.9306161515240104,-0.15128984346737445,-0.06226888515116592,3.4110505017343993,-1.0196379340289135,-0.9557417316857046,1.2077153875070725,0.08169384955364724,-0.3224500065449048,-1.3408515481195271
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,7,1038,0.20244529730449884,-0.6615884735023212,0.7194430685750669,2.413431585600341,-0.2041164803660608,0.9087553218177316,-0.11810316057084709,-0.7392003598341607,-0.42989190107584463,0.6728564140203943,2.0032460692209852
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.9965200000000001,3.47,0.73,10.9,6,854,0.5442453068231764,-0.9361065122999646,0.6170039024524269,-0.7313771204894111,-0.15526287249983836,2.4514699264950477,0.28520429959556576,-0.11413793568771267,1.0409171319839512,0.4386666680050296,0.42408886103241045
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6,653,0.601211975076289,-1.1008173355785504,1.6413955636788284,0.1384635854503075,-0.17968967643294959,-0.6339592828595845,-0.49038696995522824,0.43919601355661864,-1.1972705270200867,-0.6737346255679512,1.4458964663309002
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,538,2.595045363935237,-0.9910101200594933,1.1291997330656276,2.1457882914650432,-0.4972381275633953,-1.0196379340289135,-0.3352687160450694,2.386111760897852,-0.685684776390592,0.028834612478142146,1.4458964663309002
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,515,0.08851196079827364,0.6835499166061317,1.1291997330656276,2.3465207620665165,0.8706628926908325,1.776532286948722,3.2634747746706148,2.181173261177632,0.01774563072496182,2.8391115646625145,-1.0621767466744838
7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,6,1026,-0.2532880487204029,-1.210624551097608,0.2584668210231863,-0.4637338263541131,-0.4972381275633953,-0.15186096889792322,-0.30424506526303763,-1.589695133672691,0.6572278190118301,-0.5566397525602689,2.0032460692209852
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6,544,3.392578719478816,-1.210624551097608,2.4096893095986296,-0.5306446498879375,-0.27739689216539454,-0.9232182712365813,-0.9557417316857046,2.0787040113175794,-2.859924216565944,0.7899512870280766,-1.8982011510096124
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,270,-0.2532880487204029,0.07961023125131636,-1.0732423385711358,0.9413934678562018,0.015724755031939968,1.101594647402396,0.47134620428775637,-0.12438486067372935,0.3374867248683946,0.0873820489819833,0.23830566006904763
6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.9954700000000001,3.38,0.64,9.8,6,1041,-0.8229547312515308,-0.22235961142609165,-0.4073877587739748,-0.5975554734217621,-0.17968967643294959,-0.2482806316902555,-0.6144815730833553,-0.6521014974530475,0.4653831625257683,-0.08826026052954018,-0.5977187442660793
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,376,1.7975120083916576,-0.4419740424642063,1.1804193161269478,0.27228523251795667,-0.2041164803660608,0.33023734506373803,0.0370150933393117,1.822530886667447,-0.3019954634184738,2.6634692551509924,0.516980461514091
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,6,982,-0.59508805823908,-0.05764878814750547,0.2584668210231863,-0.32991217928646394,-0.39953091183095035,3.4156665544183697,0.7505590613260422,-1.3130281590505255,0.2095902872110209,0.9655935965395994,2.2819208706660286
12.0,0.38,0.56,2.1,0.09300000000000001,6.0,24.0,0.99925,3.14,0.71,10.9,6,241,2.0823453496572215,-0.8262992967809071,1.4877368144948686,-0.32991217928646394,0.16228557863060772,-0.9232182712365813,-0.6765288746474187,1.2845673249021123,-1.069374089362713,0.3215717949973473,0.42408886103241045
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.9951200000000001,3.27,0.67,11.9,6,915,0.14547862905138623,-1.1831727472178435,0.668223485513747,-0.26300135575263933,-0.17968967643294959,-1.212477259613578,-1.2349545887239906,-0.8314226847081401,-0.23804724458978552,0.0873820489819833,1.3530048658492195
8.1,0.725,0.22,2.2,0.07200000000000001,11.0,41.0,0.9967,3.36,0.55,9.1,5,217,-0.13935471221417772,1.0678751709228322,-0.25372900959001454,-0.26300135575263933,-0.3506773039647279,-0.44111995727492,-0.14912681135287886,-0.021915610813676416,0.3374867248683946,-0.61518718906411,-1.2479599476378467
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.9968799999999999,3.24,0.54,9.5,6,1275,-0.19632138046729034,1.0129715631633036,-0.25372900959001454,-0.1960905322188151,-0.27739689216539454,-0.2482806316902555,1.0918192199283916,0.07030671406030296,-0.42989190107584463,-0.6737346255679512,-0.8763935457111226
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.9945799999999999,3.16,0.54,9.8,6,1197,-0.3672213852266286,0.21686925065013757,-0.30494859265133467,-0.7313771204894111,-0.4239577157640616,-1.1160575968212458,-1.1418836363778953,-1.1080896593304195,-0.9414776517053393,-0.6737346255679512,-0.5977187442660793
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5,626,0.2594119655576124,0.3815800739287238,0.10480807183922591,-0.26300135575263933,0.2844195982961636,-1.0196379340289135,-0.9557417316857046,1.0540115127169931,0.3374867248683946,-0.9664718080871569,-1.2479599476378467
6.6,0.725,0.09,5.5,0.11699999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,6,1096,-0.9938547360108696,1.0678751709228322,-0.9195835893871757,1.9450558208635695,0.7485288730252764,-0.6339592828595845,-0.8936944301216411,-0.09876754820871611,0.2735385060397092,-0.9664718080871569,0.33119726055072984
7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,5,1509,-0.2532880487204029,-1.9243714519714807,0.668223485513747,-0.5306446498879375,-0.5949453432958403,-0.826798608444249,-0.8006234777755458,-1.3540158589945352,-0.17409902576110012,0.26302435849350614,0.6098720619957716
6.6,0.705,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,5,67,-0.9938547360108696,0.9580679554037748,-1.0220227555098158,-0.6644662969555866,-0.2529700882322833,-0.9232182712365813,-0.9557417316857046,-0.27808873546386564,0.8490724754978892,-0.43954487955258714,0.23830566006904763
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,5,1396,0.20244529730449884,0.7933571321251892,-0.8683640063258555,-0.6644662969555866,0.08900516683127367,-1.1160575968212458,-1.0798363348138316,0.3623440761615221,0.01774563072496182,-0.029712824025699015,-0.8299477454702815
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6,547,1.2848119941136422,-1.210624551097608,1.1291997330656276,-0.06226888515116592,-0.4728113236302841,-0.9232182712365813,-0.769599826993514,1.0027768877869667,-0.3019954634184738,1.199783342554964,0.23830566006904763
7.4,0.55,0.19,1.8,0.08199999999999999,15.0,34.0,0.99655,3.49,0.68,10.5,5,1245,-0.5381213899859669,0.10706203513108072,-0.4073877587739748,-0.5306446498879375,-0.10640926463361622,-0.055441306105590976,-0.36629236682710115,-0.09876754820871611,1.1688135696413249,0.14592948548582446,0.052522459105686474
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,355,-0.9368880677577566,1.2051341903216541,-1.3293402538777364,-0.12917970868499049,-0.2041164803660608,0.13739801947907354,-0.4283396683911647,-0.6367311099740509,1.552502882613443,-0.26390257004106366,2.189029270184348
8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,6,740,-0.025421375707951537,1.2600377980811828,0.10480807183922591,1.075215114923851,-0.27739689216539454,-0.3447002944825877,-0.9247180809036728,-0.12438486067372935,0.9130206943265775,0.14592948548582446,0.9814384639224956
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6,1082,-0.6520547264921925,-0.8262992967809071,0.15602765490054604,-0.5306446498879375,-0.326250500031617,1.487273298571725,0.7505590613260422,0.054936326581363285,0.7211760378405156,-0.380997443048746,-0.8763935457111226
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6,1434,1.0569453211011908,0.05215842737155199,0.5145647363297866,8.569227350712197,3.1179288545370647,3.801345205587699,1.5261503308768363,3.5593846717955375,-0.8135812140479657,0.6728564140203943,-1.3408515481195271
5.9,0.395,0.13,2.4,0.055999999999999994,14.0,28.0,0.9936200000000001,3.62,0.67,12.4,6,1292,-1.392621413782659,-0.743943885141614,-0.7147052571418953,-0.12917970868499049,-0.7415061668945077,-0.15186096889792322,-0.5524342715192917,-1.5999420586586508,2.0001404144142523,0.0873820489819833,1.8174628682576242
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,7,1111,-1.6774547550482228,-0.6066848657427925,0.0023689057165859353,-0.39682300282028854,0.13785877469749616,0.715915996233067,0.28520429959556576,-1.0414846469213397,3.023311915673239,-0.08826026052954018,1.7245712677759435
6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,5,85,-0.8229547312515308,0.10706203513108072,-0.6122660910192552,-0.26300135575263933,-0.2529700882322833,0.33023734506373803,-0.18015046213491062,-0.3293233603938921,0.6572278190118301,-0.380997443048746,-0.3190439428210375
5.4,0.74,0.0,1.2,0.040999999999999995,16.0,46.0,0.9925799999999999,4.01,0.59,12.5,6,1316,-1.6774547550482228,1.1502305825621253,-1.3805598369390564,-0.9321095910908846,-1.1079082258911759,0.040978356686741275,0.005991442557279946,-2.1327821579310626,4.494120948733035,-0.380997443048746,1.9103544687393048
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,1383,-0.19632138046729034,0.3815800739287238,-0.25372900959001454,-0.32991217928646394,-0.15526287249983836,0.9087553218177316,1.8363868386971538,-0.31395297291489555,-0.04620258810372643,-0.9664718080871569,-0.5048271437843986
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.9990000000000001,3.31,0.79,10.7,6,568,0.8290786480887404,-0.16745600366656294,1.1291997330656276,0.004641938382658657,3.997293796129068,-1.0196379340289135,-0.8006234777755458,1.156480762577103,0.01774563072496182,0.7899512870280766,0.23830566006904763
9.2,0.63,0.21,2.7,0.09699999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,5,457,0.4872786385700628,0.54629089720731,-0.30494859265133467,0.07155276191648323,0.259992794363052,1.2944339729870606,0.5954408074158833,1.0540115127169931,-0.17409902576110012,-0.43954487955258714,-0.783501945229442
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.9964799999999999,3.6,0.59,11.1,6,1357,-0.59508805823908,-0.5517812579832637,-0.15128984346737445,-0.06226888515116592,-0.2041164803660608,1.101594647402396,0.6574881089799469,-0.1346317856598029,1.8722439767568786,-0.380997443048746,0.6098720619957716
7.8,0.91,0.07,1.9,0.057999999999999996,22.0,47.0,0.99525,3.51,0.43,10.7,6,755,-0.31025471697351603,2.083591914474113,-1.0220227555098158,-0.4637338263541131,-0.6926525590282853,0.6194963334407348,0.0370150933393117,-0.764817672299174,1.2967100072986957,-1.3177564271102036,0.23830566006904763
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5,1464,-0.879921399504644,0.32667646616919505,-0.8683640063258555,-0.5975554734217621,-0.570518539362729,1.776532286948722,0.22315699803150227,-0.4830272351839715,0.6572278190118301,0.0873820489819833,-0.6906103447477615
5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,7,1157,-1.8483547598075616,-0.1125523959070342,-0.45860734183529495,-0.32991217928646394,-1.0834814219580644,0.040978356686741275,1.7122922355690267,-2.2250044828050988,0.9769689131552629,1.2583307790588052,2.2819208706660286
6.1,0.59,0.01,2.1,0.055999999999999994,5.0,13.0,0.99472,3.52,0.56,11.4,5,1346,-1.2786880772764335,0.32667646616919505,-1.3293402538777364,-0.32991217928646394,-0.7415061668945077,-1.0196379340289135,-1.017789033249768,-1.036361184428303,1.360658226127384,-0.5566397525602689,0.888546863440815
6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.9956200000000001,3.51,0.66,10.8,6,1506,-0.879921399504644,1.5345558368788266,-1.124461921632456,-0.39682300282028854,-0.39953091183095035,-0.9232182712365813,-0.9867653824677364,-0.5752495600580078,1.2967100072986957,0.028834612478142146,0.33119726055072984
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,460,0.4872786385700628,-0.5517812579832637,1.282858482249588,-0.1960905322188151,-0.08198246070050463,-0.15186096889792322,-0.7075525254294506,0.43919601355661864,0.2735385060397092,-0.26390257004106366,0.7956552629591345
11.9,0.58,0.66,2.5,0.07200000000000001,6.0,37.0,0.9992,3.05,0.56,10.0,5,362,2.025378681404109,0.2717728584096663,1.9999326451080692,-0.06226888515116592,-0.3506773039647279,-0.9232182712365813,-0.2732214144810059,1.258950012437099,-1.644908058820896,-0.5566397525602689,-0.4119355433027181
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,1276,0.08851196079827364,-0.7164920812618496,0.668223485513747,2.4803424091341655,-0.8880669904931747,-1.212477259613578,-1.1108599855958634,-0.5547557100860313,-0.17409902576110012,-0.5566397525602689,1.4458964663309002
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.9948899999999999,3.38,0.83,10.3,6,1517,-1.0508214042639823,-0.0027451803879767413,-1.0732423385711358,-0.39682300282028854,-0.570518539362729,1.2944339729870606,-0.05605585900678357,-0.9492623220473033,0.4653831625257683,1.0241410330434406,-0.1332607418576747
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,917,-0.879921399504644,-0.6615884735023212,0.20724723796186617,4.15311299747978,-0.0575556567673934,1.0051749846100637,-0.025032208224751815,0.7670976131088107,0.4653831625257683,-0.08826026052954018,-0.3190439428210375
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,156,-0.7090213947453057,-0.5517812579832637,0.770662651636387,1.9450558208635695,-0.39953091183095035,1.2944339729870606,2.5809544574659165,0.2854921387664824,0.7211760378405156,0.3801192315011885,0.052522459105686474
6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,7,1534,-0.9938547360108696,0.16196564289060944,-0.6634856740805751,-0.12917970868499049,-0.5460917354296178,-0.2482806316902555,-0.52141062073726,-1.4206208714035582,0.7211760378405156,-0.2053551335372225,1.1672216648858567
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6,563,-0.4241880534797417,-1.3204317666166654,1.1291997330656276,0.07155276191648323,0.13785877469749616,0.9087553218177316,0.4403225535057246,0.18302288890642945,0.01774563072496182,-0.26390257004106366,-0.3190439428210375
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,1386,-0.5381213899859669,0.6011945049668387,-1.0220227555098158,-0.5306446498879375,0.33327320616238604,-0.7303789456519167,-0.7075525254294506,-0.3293233603938921,-0.04620258810372643,-0.43954487955258714,-0.783501945229442
6.9,0.58,0.2,1.75,0.057999999999999996,8.0,22.0,0.9932200000000001,3.38,0.49,11.7,5,1443,-0.8229547312515308,0.2717728584096663,-0.3561681757126547,-0.5641000616548498,-0.6926525590282853,-0.7303789456519167,-0.7385761762114823,-1.8048805583787568,0.4653831625257683,-0.9664718080871569,1.1672216648858567
7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,5,808,-0.5381213899859669,-0.0027451803879767413,-0.7659248402032154,-0.4637338263541131,1.9210154618146151,-1.1160575968212458,-1.0488126840318,0.14203518896241965,-0.3019954634184738,1.199783342554964,-1.155068347156166
6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,3,1505,-0.9368880677577566,1.2600377980811828,-1.2781206708164163,-0.5306446498879375,-0.2041164803660608,-0.9232182712365813,-1.0488126840318,-0.38055798532391855,1.552502882613443,-0.14680769703338134,-0.4583813435435592
6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.9953799999999999,3.57,0.63,12.0,5,1538,-1.2217214090233206,0.6011945049668387,-0.9195835893871757,-0.06226888515116592,-0.1308360685667271,-0.055441306105590976,-0.6144815730833553,-0.6982126598901509,1.6803993202708167,-0.14680769703338134,1.4458964663309002
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4,409,2.367178690922785,-0.38707043470467756,1.1291997330656276,1.2759475855253244,-0.39953091183095035,1.0051749846100637,0.09906239490337522,0.695369138206751,-1.644908058820896,-0.4980923160564283,-0.783501945229442
9.5,0.37,0.52,2.0,0.08199999999999999,6.0,26.0,0.998,3.18,0.51,9.5,5,392,0.6581786433294016,-0.8812029045404358,1.282858482249588,-0.39682300282028854,-0.10640926463361622,-0.9232182712365813,-0.6144815730833553,0.6441345132767246,-0.8135812140479657,-0.8493769350794746,-0.8763935457111226
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,6,1135,-0.19632138046729034,-1.54004619765478,0.8218822346977072,-0.5975554734217621,-0.4728113236302841,0.6194963334407348,0.130086045685407,-1.097842734344346,0.4653831625257683,-0.3224500065449048,1.3530048658492195
5.2,0.48,0.04,1.6,0.054000000000000006,19.0,106.0,0.9927,3.54,0.62,12.2,7,230,-1.7913880915544484,-0.2772632191856204,-1.175681504693776,-0.6644662969555866,-0.7903597747607298,0.33023734506373803,1.8674104894791856,-2.0713006080149627,1.4885546637847575,-0.2053551335372225,1.6316796672942613
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6,1136,1.170878657607417,-0.05764878814750547,0.9243214008203474,-0.39682300282028854,-0.15526287249983836,-0.9232182712365813,-1.017789033249768,0.5109244884586216,-0.5577883387332183,0.6143089775165531,0.888546863440815
